,POINT_ID,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl2,SOC,CaCO3,N,P,K,CEC,Notes,sample_ID,GPS_LAT,GPS_LONG,geometry
12135,41543400,5,26.0,41.0,32.0,7.21,6.91,31.5,25.0,3.0,41.2,208.3,21.9,,1299,53.68,7.47,POINT (7.47 53.68)
12136,41543364,2,6.0,13.0,81.0,5.22,4.43,159.4,2.0,7.0,79.8,197.6,29.8,,1309,53.36,7.49,POINT (7.49 53.36)
12137,41543310,2,4.0,14.0,82.0,4.68,4.25,20.4,0.0,1.5,135.2,68.5,4.0,,1323,52.87,7.52,POINT (7.52 52.87)
12138,41543260,3,2.0,7.0,91.0,6.17,5.66,13.2,2.0,1.1,67.4,76.0,5.3,,2620,52.42,7.54,POINT (7.54 52.42)
12139,41543238,3,2.0,10.0,88.0,5.84,5.19,19.0,1.0,1.2,104.4,110.9,5.5,,2627,52.23,7.56,POINT (7.56 52.23)
12140,41543112,15,20.0,55.0,25.0,6.01,5.59,40.8,1.0,3.2,49.0,254.0,14.6,,2894,51.09,7.62,POINT (7.62 51.09)
12141,41543076,4,17.0,76.0,8.0,5.66,5.1,24.2,0.0,2.4,19.9,74.5,9.9,,2850,50.77,7.63,POINT (7.63 50.77)
12144,41542720,3,24.0,63.0,13.0,6.08,5.5,22.6,1.0,2.5,11.3,68.3,16.5,,3074,47.57,7.78,POINT (7.78 47.57)
12147,41523376,3,5.0,15.0,80.0,5.57,4.98,19.3,0.0,1.4,32.7,24.9,2.9,,1311,53.47,7.46,POINT (7.46 53.47)
12148,41523334,1,0.0,0.0,0.0,4.66,4.24,500.3,8.0,20.5,30.6,148.9,75.9,,1318,53.09,7.48,POINT (7.48 53.09)
12149,41523250,12,4.0,8.0,88.0,3.9,2.98,77.7,1.0,3.9,132.4,156.8,7.1,,2623,52.33,7.52,POINT (7.52 52.33)
12150,41523226,8,16.0,21.0,63.0,7.11,6.66,42.2,3.0,3.5,52.8,297.4,24.9,,2653,52.12,7.53,POINT (7.53 52.12)
12151,41523178,2,13.0,19.0,68.0,7.55,7.1,17.8,4.0,1.7,61.9,179.8,14.6,,1871,51.69,7.56,POINT (7.56 51.69)
12152,41522944,20,21.0,49.0,30.0,6.33,5.83,16.9,1.0,1.8,54.1,311.2,11.4,,1630,49.58,7.66,POINT (7.66 49.58)
12154,41522764,29,50.0,43.0,7.0,7.02,6.67,35.1,3.0,3.9,39.0,144.1,36.4,,3080,47.97,7.74,POINT (7.74 47.97)
12162,41503390,4,5.0,19.0,76.0,5.9,5.44,48.8,0.0,2.9,90.9,196.5,11.2,,1310,53.59,7.42,POINT (7.42 53.59)
12163,41503372,13,5.0,13.0,82.0,5.08,4.45,31.8,0.0,1.9,119.8,145.6,7.9,,1312,53.43,7.43,POINT (7.43 53.43)
12164,41503272,6,5.0,11.0,83.0,6.08,5.37,22.0,0.0,1.7,111.8,172.0,7.4,,2619,52.53,7.48,POINT (7.48 52.53)
12165,41503218,8,19.0,20.0,61.0,5.64,5.27,23.5,1.0,2.6,15.2,39.5,15.6,,1878,52.05,7.51,POINT (7.51 52.05)
12166,41503206,4,9.0,83.0,8.0,6.15,5.31,13.2,1.0,1.3,31.8,64.1,8.0,,1879,51.94,7.51,POINT (7.51 51.94)
12167,41503188,2,19.0,23.0,58.0,6.89,6.54,15.8,7.0,1.5,79.9,281.7,11.1,,1872,51.78,7.52,POINT (7.52 51.78)
12168,41503116,20,20.0,59.0,21.0,4.03,3.4,32.1,1.0,1.7,12.5,39.5,11.6,,1918,51.13,7.56,POINT (7.56 51.13)
12169,41503092,45,21.0,63.0,15.0,3.95,3.68,62.8,0.0,3.6,14.3,91.4,8.0,,2856,50.91,7.57,POINT (7.57 50.91)
12170,41502948,23,32.0,55.0,13.0,6.66,6.11,16.5,1.0,2.1,11.5,184.9,17.8,,1496,49.62,7.63,POINT (7.63 49.62)
12172,41502756,6,17.0,44.0,39.0,5.18,4.79,28.2,0.0,2.8,49.6,155.8,8.8,,3078,47.89,7.71,POINT (7.71 47.89)
12176,41483304,4,2.0,7.0,91.0,6.32,6.16,12.1,0.0,1.2,102.4,173.4,2.8,,1324,52.82,7.43,POINT (7.43 52.82)
12177,41483196,6,22.0,20.0,58.0,7.26,6.88,14.7,2.0,1.6,82.1,162.7,17.5,,1848,51.85,7.49,POINT (7.49 51.85)
12179,41463396,7,23.0,47.0,30.0,6.97,6.42,17.7,1.0,2.0,81.5,166.9,14.2,,1300,53.64,7.35,POINT (7.35 53.64)
12180,41463292,23,3.0,9.0,88.0,5.64,5.13,24.7,1.0,1.6,115.2,98.6,6.5,,1335,52.71,7.41,POINT (7.41 52.71)
12181,41463274,10,6.0,7.0,87.0,6.37,5.78,20.2,0.0,1.6,35.6,114.4,7.8,,2615,52.55,7.42,POINT (7.42 52.55)
12182,41463270,3,4.0,10.0,86.0,5.79,5.23,17.2,1.0,1.2,89.6,50.3,6.2,,2618,52.51,7.42,POINT (7.42 52.51)
12183,41463266,6,3.0,6.0,91.0,6.47,5.78,13.4,1.0,0.9,58.9,47.5,5.0,,2617,52.48,7.42,POINT (7.42 52.48)
12184,41463234,5,2.0,8.0,90.0,5.82,5.41,21.3,1.0,1.7,39.2,18.3,5.9,,2626,52.19,7.44,POINT (7.44 52.19)
12185,41463112,28,24.0,66.0,10.0,4.3,3.63,105.7,0.0,8.2,87.8,262.3,13.2,high electrical conductivity,2419,51.09,7.5,POINT (7.5 51.09)
12186,41463108,5,19.0,70.0,11.0,5.72,5.21,30.1,0.0,3.0,34.6,80.3,10.8,,2418,51.06,7.5,POINT (7.5 51.06)
12187,41463076,7,16.0,76.0,8.0,5.44,4.45,33.9,2.0,2.1,48.3,98.5,10.2,,2852,50.77,7.52,POINT (7.52 50.77)
12188,41462950,20,20.0,44.0,36.0,7.06,6.66,9.4,1.0,1.5,12.0,83.3,13.1,,1497,49.64,7.58,POINT (7.58 49.64)
12189,41462942,10,22.0,53.0,25.0,5.77,5.3,26.9,1.0,2.8,0.0,73.2,12.3,,1495,49.56,7.58,POINT (7.58 49.56)
12190,41462780,7,12.0,77.0,11.0,7.76,7.33,15.6,301.0,1.2,53.3,164.0,10.4,,3081,48.11,7.65,POINT (7.65 48.11)
12191,41443118,9,17.0,67.0,15.0,4.84,4.39,41.9,0.0,3.6,37.8,136.3,5.8,,1842,51.15,7.47,POINT (7.47 51.15)
12198,41423384,0,4.0,16.0,80.0,5.02,4.53,30.6,0.0,2.2,123.8,310.7,6.8,,1313,53.53,7.3,POINT (7.3 53.53)
12199,41423356,5,51.0,44.0,5.0,5.53,4.8,62.8,2.0,5.5,74.9,312.1,21.2,,1283,53.28,7.32,POINT (7.32 53.28)
12200,41423320,4,3.0,13.0,84.0,5.48,4.98,20.8,1.0,1.5,116.1,85.5,6.0,,1326,52.96,7.34,POINT (7.34 52.96)
12201,41423294,7,3.0,13.0,84.0,5.53,5.13,31.0,1.0,1.9,89.3,0.0,7.2,,1334,52.73,7.35,POINT (7.35 52.73)
12202,41423252,5,2.0,5.0,93.0,6.35,5.64,15.6,1.0,1.2,100.6,88.5,7.0,,2621,52.35,7.37,POINT (7.37 52.35)
12203,41423248,5,6.0,17.0,78.0,5.54,4.66,27.9,0.0,1.9,81.4,291.3,8.3,,2622,52.31,7.37,POINT (7.37 52.31)
12204,41423230,7,7.0,5.0,88.0,6.74,6.39,15.3,2.0,1.5,70.0,229.0,10.8,,2652,52.15,7.38,POINT (7.38 52.15)
12205,41423198,7,32.0,24.0,44.0,7.29,6.86,19.4,6.0,2.1,26.6,155.4,26.8,,1844,51.86,7.4,POINT (7.4 51.86)
12206,41423186,6,14.0,26.0,60.0,6.86,6.47,13.2,4.0,1.4,105.6,209.2,12.5,,1816,51.76,7.41,POINT (7.41 51.76)
12207,41423176,4,7.0,27.0,66.0,3.68,3.25,32.1,0.0,1.4,12.0,35.5,6.5,,1862,51.67,7.41,POINT (7.41 51.67)
12208,41423096,4,18.0,41.0,41.0,6.11,5.79,30.5,0.0,2.9,22.8,54.0,10.8,,2417,50.95,7.45,POINT (7.45 50.95)
12209,41423072,25,25.0,46.0,29.0,5.59,5.01,28.3,1.0,2.6,19.8,299.9,11.3,,2851,50.73,7.46,POINT (7.46 50.73)
12210,41422910,12,21.0,52.0,28.0,6.03,5.47,9.3,0.0,1.2,58.6,291.2,8.5,,1494,49.28,7.54,POINT (7.54 49.28)
12211,41422898,7,11.0,35.0,54.0,4.58,4.27,10.9,1.0,1.2,43.5,68.3,6.6,,1493,49.17,7.55,POINT (7.55 49.17)
12215,41422748,6,20.0,72.0,8.0,7.49,7.02,12.6,4.0,1.4,53.5,272.0,15.0,,3079,47.82,7.61,POINT (7.61 47.82)
12217,41403376,18,43.0,51.0,6.0,6.07,5.67,49.4,1.0,4.8,42.5,393.6,25.7,,1315,53.46,7.27,POINT (7.27 53.46)
12218,41403358,14,41.0,53.0,6.0,6.06,5.92,49.8,3.0,5.6,50.4,212.3,23.0,,1284,53.3,7.28,POINT (7.28 53.3)
12219,41403340,4,2.0,3.0,95.0,5.5,4.97,18.1,1.0,1.2,107.9,48.0,4.9,,1317,53.14,7.29,POINT (7.29 53.14)
12220,41403316,2,4.0,18.0,78.0,5.3,4.56,10.7,0.0,1.1,60.2,84.6,5.4,,1325,52.92,7.31,POINT (7.31 52.92)
12221,41403088,12,16.0,58.0,26.0,3.75,3.46,34.7,1.0,2.4,0.0,97.6,9.1,,2422,50.87,7.43,POINT (7.43 50.87)
12225,41383342,0,4.0,6.0,91.0,4.91,4.32,40.9,0.0,2.2,134.3,91.0,5.0,,1316,53.16,7.26,POINT (7.26 53.16)
12226,41383284,4,2.0,5.0,93.0,4.65,4.01,46.0,3.0,1.9,23.7,35.0,6.8,,1333,52.63,7.3,POINT (7.3 52.63)
12227,41383234,7,2.0,6.0,92.0,5.92,5.54,18.5,1.0,1.3,89.9,48.4,3.2,,2625,52.19,7.32,POINT (7.32 52.19)
12228,41383212,15,40.0,35.0,24.0,6.57,6.25,35.9,0.0,3.7,30.5,179.5,19.1,,1849,51.99,7.34,POINT (7.34 51.99)
12229,41383180,4,6.0,14.0,81.0,6.03,5.56,13.4,0.0,1.3,62.4,74.3,5.7,,1852,51.7,7.35,POINT (7.35 51.7)
12230,41383140,13,22.0,59.0,19.0,4.31,3.85,20.7,0.0,1.1,0.0,55.3,7.1,,1841,51.34,7.37,POINT (7.37 51.34)
12238,41363386,18,27.0,59.0,14.0,7.56,7.07,16.0,31.0,1.6,27.8,209.2,18.1,,1314,53.55,7.21,POINT (7.21 53.55)
12239,41363260,3,3.0,6.0,91.0,4.03,3.38,10.4,1.0,0.7,0.0,21.8,4.3,,2616,52.42,7.28,POINT (7.28 52.42)
12240,41363220,2,16.0,21.0,63.0,6.13,5.45,19.0,0.0,1.8,29.2,140.7,11.1,,1851,52.06,7.3,POINT (7.3 52.06)
12241,41363202,24,19.0,29.0,52.0,6.37,6.15,11.2,0.0,1.5,70.6,122.4,12.6,,1845,51.9,7.31,POINT (7.31 51.9)
12242,41363184,5,5.0,15.0,81.0,6.65,6.24,12.1,0.0,1.1,61.3,147.7,5.9,,1863,51.74,7.32,POINT (7.32 51.74)
12243,41363134,17,19.0,49.0,31.0,4.2,3.8,22.8,1.0,1.5,0.0,47.7,8.1,,1866,51.29,7.35,POINT (7.35 51.29)
12248,41343276,1,2.0,3.0,95.0,4.99,4.21,3.9,0.0,0.2,0.0,188.3,1.0,,2613,52.56,7.24,POINT (7.24 52.56)
12249,41343142,10,16.0,78.0,6.0,4.19,3.88,11.0,0.0,0.9,0.0,48.2,3.9,,1865,51.36,7.31,POINT (7.31 51.36)
12250,41343136,6,18.0,74.0,8.0,5.7,5.14,21.0,0.0,1.9,36.2,187.5,6.6,,1867,51.3,7.32,POINT (7.32 51.3)
12251,41343124,20,18.0,74.0,8.0,4.12,3.77,37.3,1.0,1.9,0.0,36.3,8.2,,1868,51.2,7.32,POINT (7.32 51.2)
12252,41343070,11,21.0,55.0,24.0,4.77,4.2,36.6,0.0,2.9,20.6,152.5,8.2,,2864,50.71,7.35,POINT (7.35 50.71)
12253,41343028,24,23.0,44.0,33.0,7.51,7.05,15.3,1.0,1.9,89.3,496.5,16.2,,2488,50.33,7.37,POINT (7.37 50.33)
12254,41343024,7,20.0,62.0,18.0,7.55,7.06,27.6,60.0,2.6,21.0,695.7,18.0,,2487,50.3,7.37,POINT (7.37 50.3)
12262,41323308,2,3.0,5.0,93.0,3.99,2.92,51.4,0.0,2.0,0.0,18.0,8.1,,1327,52.85,7.19,POINT (7.19 52.85)
12263,41323282,2,4.0,10.0,86.0,5.4,4.95,21.9,0.0,1.3,101.5,84.8,6.2,,1330,52.61,7.21,POINT (7.21 52.61)
12264,41323278,3,5.0,8.0,87.0,5.97,5.36,18.3,0.0,1.4,38.0,88.2,8.2,,2614,52.58,7.21,POINT (7.21 52.58)
12265,41323254,8,4.0,6.0,90.0,4.25,3.4,27.9,0.0,1.4,14.8,25.7,7.4,,2607,52.36,7.22,POINT (7.22 52.36)
12266,41323206,7,32.0,35.0,33.0,5.48,5.01,33.6,1.0,3.0,162.7,231.2,21.9,,1846,51.93,7.25,POINT (7.25 51.93)
12267,41323146,6,13.0,62.0,24.0,4.03,3.6,15.8,0.0,0.7,0.0,31.3,8.9,,1864,51.39,7.28,POINT (7.28 51.39)
12268,41323110,21,20.0,71.0,9.0,4.41,3.72,87.6,0.0,4.1,14.7,63.2,10.9,,2858,51.07,7.3,POINT (7.3 51.07)
12269,41323084,39,17.0,46.0,37.0,4.17,3.74,80.5,1.0,3.8,0.0,36.7,10.3,,2874,50.84,7.32,POINT (7.32 50.84)
12270,41323026,22,13.0,27.0,60.0,6.44,5.95,15.1,0.0,1.7,56.7,784.7,10.4,,2489,50.32,7.35,POINT (7.35 50.32)
12274,41303268,2,2.0,3.0,95.0,5.47,4.78,10.0,1.0,0.8,75.5,63.1,2.1,,2611,52.49,7.19,POINT (7.19 52.49)
12275,41303214,9,21.0,46.0,33.0,4.6,4.0,13.1,0.0,0.8,0.0,86.5,11.6,,1850,52.0,7.22,POINT (7.22 52)
12276,41303178,4,4.0,20.0,76.0,4.29,3.83,23.3,1.0,1.1,13.6,21.7,5.3,,1843,51.68,7.24,POINT (7.24 51.68)
12277,41302926,7,19.0,40.0,41.0,6.22,5.49,10.8,0.0,1.2,24.0,110.6,8.2,,1492,49.42,7.37,POINT (7.37 49.42)
12285,41283292,16,0.0,0.0,0.0,4.25,3.53,304.6,2.0,10.4,12.3,98.5,32.1,,1329,52.7,7.14,POINT (7.14 52.7)
12286,41283256,2,3.0,10.0,88.0,5.74,5.03,29.5,1.0,1.6,99.2,88.6,4.7,,2604,52.38,7.16,POINT (7.16 52.38)
12287,41283212,3,5.0,13.0,82.0,5.81,5.32,15.0,1.0,1.4,63.2,33.1,6.0,,1847,51.98,7.19,POINT (7.19 51.98)
12288,41283194,4,6.0,10.0,84.0,5.84,5.26,19.5,1.0,1.6,56.9,67.2,6.9,,1812,51.82,7.2,POINT (7.2 51.82)
12289,41283108,8,17.0,79.0,3.0,6.35,5.99,35.3,1.0,3.0,27.5,270.2,9.6,,2859,51.05,7.25,POINT (7.25 51.05)
12291,41263244,6,7.0,8.0,85.0,5.89,5.19,18.9,1.0,1.5,76.5,46.6,5.4,,2402,52.27,7.14,POINT (7.14 52.27)
12292,41263100,6,18.0,69.0,13.0,5.99,5.51,28.7,1.0,2.6,87.3,40.3,9.3,,2860,50.98,7.22,POINT (7.22 50.98)
12297,41243306,4,4.0,6.0,90.0,5.3,4.98,48.6,0.0,4.1,76.1,347.8,12.4,,15613,52.83,7.08,POINT (7.08 52.83)
12298,41243294,1,3.0,6.0,91.0,5.82,5.1,14.7,0.0,0.8,68.8,66.1,4.8,,1328,52.72,7.08,POINT (7.08 52.72)
12299,41243258,4,5.0,18.0,77.0,3.62,2.8,155.8,0.0,6.9,31.2,145.1,11.8,,2605,52.4,7.11,POINT (7.11 52.4)
12300,41243222,4,11.0,9.0,80.0,6.55,6.18,12.0,0.0,1.2,70.9,248.0,10.1,,2401,52.07,7.13,POINT (7.13 52.07)
12301,41243198,3,4.0,8.0,88.0,6.86,6.55,28.6,3.0,1.6,41.4,104.9,9.3,,1817,51.86,7.14,POINT (7.14 51.86)
12302,41243186,6,5.0,26.0,69.0,3.98,3.48,74.9,1.0,3.6,75.8,75.4,10.0,,1813,51.75,7.15,POINT (7.15 51.75)
12303,41242982,3,32.0,55.0,13.0,5.94,4.89,26.5,1.0,3.0,12.1,78.2,9.5,,1675,49.92,7.26,POINT (7.26 49.92)
12304,41242942,45,21.0,39.0,39.0,5.09,4.26,23.9,0.0,2.2,24.5,104.4,8.9,many stones,1491,49.56,7.28,POINT (7.28 49.56)
12305,41242898,24,26.0,59.0,15.0,7.6,7.12,24.1,478.0,1.9,0.0,112.1,15.2,high electrical conductivity,1484,49.16,7.3,POINT (7.3 49.16)
12317,41223280,5,2.0,3.0,95.0,6.84,6.53,19.5,4.0,1.0,58.2,41.0,10.4,,2612,52.59,7.06,POINT (7.06 52.59)
12318,41223268,3,4.0,7.0,89.0,5.03,4.59,39.5,2.0,2.7,61.8,231.2,8.1,,2606,52.48,7.07,POINT (7.07 52.48)
12319,41223034,17,18.0,36.0,46.0,6.12,5.56,14.8,0.0,1.6,39.3,1724.3,13.6,,2841,50.38,7.2,POINT (7.2 50.38)
12320,41222902,53,48.0,43.0,10.0,7.68,7.21,23.1,148.0,2.3,55.3,408.4,31.1,many stones,1483,49.2,7.27,POINT (7.27 49.2)
12328,41203198,32,0.0,0.0,0.0,5.25,5.21,300.4,3.0,22.8,20.5,275.7,48.4,,1890,51.86,7.08,POINT (7.08 51.86)
12329,41203186,4,6.0,26.0,68.0,4.39,4.01,12.7,0.0,0.8,0.0,13.1,2.0,,1814,51.75,7.09,POINT (7.09 51.75)
12330,41203090,13,7.0,12.0,82.0,5.0,4.28,21.7,1.0,1.6,17.0,43.5,5.8,,2873,50.89,7.14,POINT (7.14 50.89)
12331,41203018,9,16.0,31.0,52.0,5.42,5.14,23.1,1.0,2.5,62.4,289.8,6.5,,2882,50.24,7.18,POINT (7.18 50.24)
12332,41202906,7,19.0,58.0,23.0,7.68,7.26,27.5,455.0,1.9,0.0,74.4,13.3,,1482,49.23,7.24,POINT (7.24 49.23)
12341,41183274,6,3.0,6.0,91.0,4.37,4.03,29.7,1.0,2.0,146.6,122.7,1.0,,2610,52.54,7.01,POINT (7.01 52.54)
12342,41183260,3,6.0,15.0,79.0,6.31,5.39,32.8,0.0,2.1,78.4,211.7,8.7,,15796,52.41,7.02,POINT (7.02 52.41)
12343,41182936,17,15.0,49.0,36.0,5.62,5.19,15.0,0.0,1.8,11.3,65.4,17.4,,1490,49.5,7.2,POINT (7.2 49.5)
12347,41163226,4,4.0,13.0,83.0,3.97,3.08,42.3,1.0,2.0,44.5,33.6,6.3,,2601,52.11,7.01,POINT (7.01 52.11)
12348,41163214,6,3.0,5.0,92.0,5.95,5.56,18.0,1.0,1.3,60.0,46.5,5.4,,1897,52.0,7.02,POINT (7.02 52)
12349,41163190,4,5.0,23.0,72.0,5.63,5.08,9.6,1.0,1.0,68.1,57.5,4.9,,1815,51.78,7.03,POINT (7.03 51.78)
12350,41163150,13,15.0,64.0,21.0,5.99,5.53,117.2,0.0,4.2,52.2,208.8,12.9,,1861,51.42,7.05,POINT (7.05 51.42)
12351,41163064,21,16.0,62.0,21.0,5.91,5.37,26.7,0.0,2.2,45.6,128.7,8.0,,2865,50.65,7.1,POINT (7.1 50.65)
12355,41143228,10,8.0,13.0,79.0,5.94,5.61,23.4,1.0,1.9,50.8,53.9,8.3,,2602,52.12,6.98,POINT (6.98 52.12)
12356,41142930,26,19.0,47.0,34.0,6.38,5.68,13.5,2.0,1.7,18.7,174.7,13.4,,1489,49.45,7.15,POINT (7.15 49.45)
12360,41123106,7,13.0,32.0,55.0,6.79,6.53,24.8,0.0,1.7,25.9,146.0,11.0,,2862,51.03,7.02,POINT (7.02 51.03)
12361,41123088,3,9.0,20.0,72.0,7.45,7.04,10.6,23.0,1.0,100.4,128.7,8.8,,2872,50.87,7.03,POINT (7.03 50.87)
12362,41122980,36,23.0,47.0,30.0,5.48,4.99,25.7,0.0,3.0,58.7,99.6,6.9,,1498,49.9,7.09,POINT (7.09 49.9)
12363,41122926,5,18.0,28.0,54.0,5.94,5.46,19.2,2.0,1.5,10.7,35.0,8.3,,1485,49.41,7.12,POINT (7.12 49.41)
12371,41103284,2,3.0,6.0,92.0,5.61,5.38,14.3,0.0,1.0,105.4,83.8,3.4,,2609,52.62,6.88,POINT (6.88 52.62)
12372,41103180,4,3.0,9.0,88.0,5.59,4.93,12.4,1.0,1.0,60.2,43.2,2.5,,1853,51.69,6.95,POINT (6.95 51.69)
12375,41083280,9,1.0,2.0,97.0,5.52,4.98,17.1,2.0,1.0,106.6,98.2,28.0,,2608,52.59,6.86,POINT (6.86 52.59)
12377,41083226,4,3.0,6.0,91.0,5.89,5.33,15.2,0.0,1.2,105.5,72.1,8.1,,2603,52.1,6.89,POINT (6.89 52.1)
12378,41083172,5,6.0,20.0,74.0,6.28,5.52,19.9,0.0,1.6,90.8,184.3,8.1,,1910,51.62,6.92,POINT (6.92 51.62)
12382,41063212,3,14.0,17.0,69.0,6.49,5.85,19.1,0.0,1.8,87.2,333.6,13.1,,1895,51.98,6.87,POINT (6.87 51.98)
12383,41063204,10,5.0,9.0,86.0,6.35,5.5,44.4,0.0,2.2,103.3,159.5,10.9,,1896,51.9,6.88,POINT (6.88 51.9)
12384,41063186,9,7.0,16.0,77.0,6.23,5.81,14.4,1.0,1.2,78.1,65.6,7.6,,1902,51.74,6.89,POINT (6.89 51.74)
12393,41023194,10,11.0,16.0,73.0,6.92,6.27,15.6,2.0,1.6,93.7,158.3,12.4,,1901,51.81,6.82,POINT (6.82 51.81)
12397,41003202,7,4.0,10.0,86.0,5.32,4.85,25.9,0.0,2.3,92.9,46.8,5.8,,1894,51.88,6.79,POINT (6.79 51.88)
12398,41003148,2,4.0,7.0,89.0,5.33,4.5,26.8,0.0,0.9,0.0,28.8,1.0,,1870,51.4,6.82,POINT (6.82 51.4)
12399,41003008,13,26.0,53.0,21.0,6.86,6.12,20.1,3.0,2.5,51.2,201.2,14.2,,1500,50.14,6.91,POINT (6.91 50.14)
12400,41003004,32,21.0,52.0,27.0,5.98,5.3,19.5,0.0,2.3,28.4,69.7,9.1,,1499,50.11,6.91,POINT (6.91 50.11)
